Event,TimeSinceStart,Days,Hours,Minutes,AvgPlantGrowth,SectionNumber,PlantType,NoOfSprinklers,NoOfHeaters,TempSensors,SoilSensors,HumiditySensor,WaterLevel,WaterNeed,SprinklerStatus,CurrentTempera,HeaterStatus,FertilizerLevel,LowDayLight,LowLightSeverity,PestAttack,PestSeverity,Power Failure,PowerOffTimeRemaining,Rain,RainTimeRemaining,WaterCutOff,WaterCutOffTimeRemaining
Sprinklers turned OFF,19365,13,10,45,24.80,2,Corn,10,5,true,true,true,161.36,49.59,Off,67.08,On,639.38,false,0.0,false,0.0,false,0,false,0,false,0,
Heaters turned OFF,19440,13,12,0,24.88,2,Corn,10,5,true,true,true,99.24,49.76,Off,78.08,Off,639.38,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,19515,13,13,15,25.05,2,Corn,10,5,true,true,true,38.53,50.09,On,81.08,Off,639.38,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,19530,13,13,30,25.05,2,Corn,10,5,true,true,true,151.01,50.09,Off,81.08,Off,639.38,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,19665,13,15,45,25.21,2,Corn,10,5,true,true,true,38.81,50.43,On,87.08,Off,639.38,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,19680,13,16,0,25.21,2,Corn,10,5,true,true,true,151.20,50.43,Off,87.08,Off,639.38,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,19815,13,18,15,25.46,2,Corn,10,5,true,true,true,38.09,50.93,On,87.08,Off,639.38,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,19830,13,18,30,25.46,2,Corn,10,5,true,true,true,150.35,50.93,Off,87.08,Off,639.38,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,19950,13,20,30,25.63,2,Corn,10,5,true,true,true,49.95,51.26,On,77.08,Off,639.38,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,19965,13,20,45,25.63,2,Corn,10,5,true,true,true,162.14,51.26,Off,77.08,Off,639.38,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,20100,13,23,0,25.80,2,Corn,10,5,true,true,true,49.80,51.59,On,69.08,Off,639.38,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,20115,13,23,15,25.88,2,Corn,10,5,true,true,true,161.90,51.76,Off,66.08,Off,639.38,false,0.0,false,0.0,false,0,false,0,false,0,
New Day,20160,14,0,0,25.96,2,Corn,10,5,true,true,true,123.08,51.93,Off,61.08,Off,639.38,false,0.0,false,0.0,false,0,false,0,false,0,
Low Day Light Event,20160,14,0,0,25.96,2,Corn,10,5,true,true,true,123.08,51.93,Off,61.08,Off,172.04,true,47.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,20220,14,1,0,25.96,2,Corn,10,5,true,true,true,71.20,51.93,Off,56.08,Off,172.04,true,46.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,20250,14,1,30,26.03,2,Corn,10,5,true,true,true,45.20,52.07,On,56.08,Off,172.04,true,46.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,20265,14,1,45,26.03,2,Corn,10,5,true,true,true,157.18,52.07,Off,56.08,Off,172.04,true,46.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,20280,14,2,0,26.03,2,Corn,10,5,true,true,true,145.03,52.07,Off,52.08,Off,172.04,true,45.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,20340,14,3,0,26.10,2,Corn,10,5,true,true,true,92.86,52.21,Off,48.08,Off,172.04,true,44.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,20400,14,4,0,26.17,2,Corn,10,5,true,true,true,40.55,52.35,On,48.08,Off,172.04,true,44.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,20400,14,4,0,26.17,2,Corn,10,5,true,true,true,40.55,52.35,On,43.08,Off,172.04,true,43.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,20415,14,4,15,26.24,2,Corn,10,5,true,true,true,152.46,52.49,Off,43.08,Off,172.04,true,43.0,false,0.0,false,0,false,0,false,0,
Heaters turned ON,20460,14,5,0,26.24,2,Corn,10,5,true,true,true,113.10,52.49,Off,39.08,On,172.04,true,43.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,20460,14,5,0,26.24,2,Corn,10,5,true,true,true,113.10,52.49,Off,39.08,On,172.04,true,42.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,20520,14,6,0,26.31,2,Corn,10,5,true,true,true,60.51,52.63,Off,37.88,On,172.04,true,41.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,20535,14,6,15,26.39,2,Corn,10,5,true,true,true,47.35,52.77,On,39.08,On,172.04,true,41.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,20550,14,6,30,26.39,2,Corn,10,5,true,true,true,151.70,52.77,Off,40.20,On,172.04,true,41.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,20580,14,7,0,26.39,2,Corn,10,5,true,true,true,126.20,52.77,Off,45.52,On,172.04,true,40.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,20640,14,8,0,26.46,2,Corn,10,5,true,true,true,74.20,52.91,Off,51.24,On,172.04,true,39.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,20670,14,8,30,26.53,2,Corn,10,5,true,true,true,47.71,53.06,On,53.64,On,172.04,true,39.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,20685,14,8,45,26.53,2,Corn,10,5,true,true,true,159.44,53.06,Off,54.84,On,172.04,true,39.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,20700,14,9,0,26.53,2,Corn,10,5,true,true,true,147.06,53.06,Off,59.96,On,172.04,true,38.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,20760,14,10,0,26.60,2,Corn,10,5,true,true,true,93.90,53.20,Off,69.76,On,172.04,true,37.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,20820,14,11,0,26.67,2,Corn,10,5,true,true,true,41.48,53.34,On,74.48,On,172.04,true,37.0,false,0.0,false,0,false,0,false,0,
Heaters turned OFF,20820,14,11,0,26.67,2,Corn,10,5,true,true,true,41.48,53.34,On,79.48,Off,172.04,true,37.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,20820,14,11,0,26.67,2,Corn,10,5,true,true,true,41.48,53.34,On,79.48,Off,172.04,true,36.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,20835,14,11,15,26.74,2,Corn,10,5,true,true,true,153.14,53.49,Off,79.48,Off,172.04,true,36.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,20880,14,12,0,26.74,2,Corn,10,5,true,true,true,113.03,53.49,Off,81.48,Off,172.04,true,35.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,20940,14,13,0,26.82,2,Corn,10,5,true,true,true,59.43,53.63,Off,86.48,Off,172.04,true,34.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,20955,14,13,15,26.89,2,Corn,10,5,true,true,true,46.02,53.78,On,86.48,Off,172.04,true,34.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,20970,14,13,30,26.89,2,Corn,10,5,true,true,true,157.58,53.78,Off,86.48,Off,172.04,true,34.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,21000,14,14,0,26.89,2,Corn,10,5,true,true,true,130.69,53.78,Off,87.48,Off,172.04,true,33.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,21060,14,15,0,26.96,2,Corn,10,5,true,true,true,77.70,53.92,Off,88.48,Off,172.04,true,32.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,21090,14,15,30,27.04,2,Corn,10,5,true,true,true,51.60,54.07,On,88.48,Off,172.04,true,32.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,21105,14,15,45,27.04,2,Corn,10,5,true,true,true,163.09,54.07,Off,88.48,Off,172.04,true,32.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,21120,14,16,0,27.04,2,Corn,10,5,true,true,true,149.57,54.07,Off,93.48,Off,172.04,true,31.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,21180,14,17,0,27.11,2,Corn,10,5,true,true,true,97.19,54.22,Off,95.48,Off,172.04,true,30.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,21240,14,18,0,27.18,2,Corn,10,5,true,true,true,43.77,54.37,On,95.48,Off,172.04,true,30.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,21240,14,18,0,27.18,2,Corn,10,5,true,true,true,43.77,54.37,On,92.48,Off,172.04,true,29.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,21255,14,18,15,27.26,2,Corn,10,5,true,true,true,155.18,54.51,Off,92.48,Off,172.04,true,29.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,21300,14,19,0,27.26,2,Corn,10,5,true,true,true,114.29,54.51,Off,88.48,Off,172.04,true,28.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,21360,14,20,0,27.33,2,Corn,10,5,true,true,true,59.67,54.66,Off,84.48,Off,172.04,true,27.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,21375,14,20,15,27.41,2,Corn,10,5,true,true,true,46.00,54.81,On,84.48,Off,172.04,true,27.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,21390,14,20,30,27.41,2,Corn,10,5,true,true,true,157.30,54.81,Off,84.48,Off,172.04,true,27.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,21420,14,21,0,27.41,2,Corn,10,5,true,true,true,129.89,54.81,Off,76.48,Off,172.04,true,26.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,21480,14,22,0,27.48,2,Corn,10,5,true,true,true,74.97,54.96,Off,70.48,Off,172.04,true,25.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,21510,14,22,30,27.56,2,Corn,10,5,true,true,true,47.45,55.11,On,70.48,Off,172.04,true,25.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,21525,14,22,45,27.56,2,Corn,10,5,true,true,true,158.67,55.11,Off,70.48,Off,172.04,true,25.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,21540,14,23,0,27.56,2,Corn,10,5,true,true,true,144.90,55.11,Off,62.48,Off,172.04,true,24.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,21600,15,0,0,27.63,2,Corn,10,5,true,true,true,89.67,55.26,Off,54.48,Off,172.04,true,23.0,false,0.0,false,0,false,0,false,0,
New Day,21600,15,0,0,27.71,2,Corn,10,5,true,true,true,89.67,55.41,Off,54.48,Off,172.04,true,23.0,false,0.0,false,0,false,0,false,0,
No Random Event Happened,21600,15,0,0,27.71,2,Corn,10,5,true,true,true,89.67,55.41,Off,54.48,Off,-326.69,true,23.0,false,0.0,false,0,false,0,false,0,
Fertilizers Balanced,21600,15,0,0,27.71,2,Corn,10,5,true,true,true,89.67,55.41,Off,54.48,Off,1350.71,true,23.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,21645,15,0,45,27.71,2,Corn,10,5,true,true,true,48.15,55.41,On,54.48,Off,1350.71,true,23.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,21660,15,1,0,27.71,2,Corn,10,5,true,true,true,159.30,55.41,Off,54.48,Off,1350.71,true,23.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,21660,15,1,0,27.71,2,Corn,10,5,true,true,true,159.30,55.41,Off,51.48,Off,1350.71,true,22.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,21720,15,2,0,27.78,2,Corn,10,5,true,true,true,105.62,55.57,Off,44.48,Off,1350.71,true,21.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,21780,15,3,0,27.86,2,Corn,10,5,true,true,true,50.86,55.72,On,44.48,Off,1350.71,true,21.0,false,0.0,false,0,false,0,false,0,
Heaters turned ON,21780,15,3,0,27.86,2,Corn,10,5,true,true,true,50.86,55.72,On,37.48,On,1350.71,true,21.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,21780,15,3,0,27.86,2,Corn,10,5,true,true,true,50.86,55.72,On,37.48,On,1350.71,true,20.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,21795,15,3,15,27.94,2,Corn,10,5,true,true,true,161.93,55.87,Off,38.68,On,1350.71,true,20.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,21840,15,4,0,27.94,2,Corn,10,5,true,true,true,120.03,55.87,Off,35.28,On,1350.71,true,19.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,21900,15,5,0,28.01,2,Corn,10,5,true,true,true,65.91,56.03,Off,31.92,On,1350.71,true,18.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,21915,15,5,15,28.09,2,Corn,10,5,true,true,true,51.90,56.18,On,33.12,On,1350.71,true,18.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,21930,15,5,30,28.09,2,Corn,10,5,true,true,true,162.86,56.18,Off,34.32,On,1350.71,true,18.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,21960,15,6,0,28.09,2,Corn,10,5,true,true,true,134.77,56.18,Off,32.72,On,1350.71,true,17.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,22020,15,7,0,28.17,2,Corn,10,5,true,true,true,79.41,56.34,Off,40.44,On,1350.71,true,16.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,22050,15,7,30,28.25,2,Corn,10,5,true,true,true,51.20,56.49,On,42.84,On,1350.71,true,16.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,22065,15,7,45,28.25,2,Corn,10,5,true,true,true,162.08,56.49,Off,44.04,On,1350.71,true,16.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,22080,15,8,0,28.25,2,Corn,10,5,true,true,true,147.96,56.49,Off,48.24,On,1350.71,true,15.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,22140,15,9,0,28.32,2,Corn,10,5,true,true,true,91.35,56.65,Off,55.04,On,1350.71,true,14.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,22185,15,9,45,28.40,2,Corn,10,5,true,true,true,48.78,56.80,On,58.64,On,1350.71,true,14.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,22200,15,10,0,28.40,2,Corn,10,5,true,true,true,159.58,56.80,Off,59.84,On,1350.71,true,14.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,22200,15,10,0,28.40,2,Corn,10,5,true,true,true,159.58,56.80,Off,62.84,On,1350.71,true,13.0,false,0.0,false,0,false,0,false,0,
Heaters turned OFF,22260,15,11,0,28.48,2,Corn,10,5,true,true,true,104.56,56.96,Off,71.48,Off,1350.71,true,13.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,22260,15,11,0,28.48,2,Corn,10,5,true,true,true,104.56,56.96,Off,71.48,Off,1350.71,true,12.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,22320,15,12,0,28.56,2,Corn,10,5,true,true,true,47.48,57.12,On,71.48,Off,1350.71,true,12.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,22320,15,12,0,28.56,2,Corn,10,5,true,true,true,47.48,57.12,On,72.48,Off,1350.71,true,11.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,22335,15,12,15,28.64,2,Corn,10,5,true,true,true,158.20,57.28,Off,72.48,Off,1350.71,true,11.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,22380,15,13,0,28.64,2,Corn,10,5,true,true,true,115.24,57.28,Off,76.48,Off,1350.71,true,10.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,22440,15,14,0,28.72,2,Corn,10,5,true,true,true,57.84,57.44,Off,81.48,Off,1350.71,true,9.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,22455,15,14,15,28.80,2,Corn,10,5,true,true,true,43.48,57.60,On,81.48,Off,1350.71,true,9.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,22470,15,14,30,28.80,2,Corn,10,5,true,true,true,154.09,57.60,Off,81.48,Off,1350.71,true,9.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,22500,15,15,0,28.80,2,Corn,10,5,true,true,true,126.25,57.60,Off,84.48,Off,1350.71,true,8.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,22560,15,16,0,28.88,2,Corn,10,5,true,true,true,68.53,57.76,Off,86.48,Off,1350.71,true,7.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,22575,15,16,15,28.96,2,Corn,10,5,true,true,true,54.09,57.92,On,86.48,Off,1350.71,true,7.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,22590,15,16,30,28.96,2,Corn,10,5,true,true,true,164.61,57.92,Off,86.48,Off,1350.71,true,7.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,22620,15,17,0,28.96,2,Corn,10,5,true,true,true,135.65,57.92,Off,88.48,Off,1350.71,true,6.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,22680,15,18,0,29.04,2,Corn,10,5,true,true,true,77.61,58.08,Off,81.48,Off,1350.71,true,5.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,22710,15,18,30,29.12,2,Corn,10,5,true,true,true,48.53,58.24,On,81.48,Off,1350.71,true,5.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,22725,15,18,45,29.12,2,Corn,10,5,true,true,true,158.97,58.24,Off,81.48,Off,1350.71,true,5.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,22740,15,19,0,29.12,2,Corn,10,5,true,true,true,144.40,58.24,Off,75.48,Off,1350.71,true,4.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,22800,15,20,0,29.20,2,Corn,10,5,true,true,true,87.01,58.41,Off,68.48,Off,1350.71,true,3.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,22845,15,20,45,29.29,2,Corn,10,5,true,true,true,44.10,58.57,On,68.48,Off,1350.71,true,3.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,22860,15,21,0,29.29,2,Corn,10,5,true,true,true,154.45,58.57,Off,68.48,Off,1350.71,true,3.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,22860,15,21,0,29.29,2,Corn,10,5,true,true,true,154.45,58.57,Off,63.48,Off,1350.71,true,2.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,22920,15,22,0,29.37,2,Corn,10,5,true,true,true,95.76,58.74,Off,59.48,Off,1350.71,true,1.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,22965,15,22,45,29.45,2,Corn,10,5,true,true,true,51.63,58.90,On,59.48,Off,1350.71,true,1.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,22980,15,23,0,29.45,2,Corn,10,5,true,true,true,161.90,58.90,Off,59.48,Off,1350.71,true,1.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,22980,15,23,0,29.45,2,Corn,10,5,true,true,true,161.90,58.90,Off,51.48,Off,1350.71,false,0.0,false,0.0,false,0,false,0,false,0,
New Day,23040,16,0,0,29.62,2,Corn,10,5,true,true,true,102.87,59.23,Off,48.48,Off,1350.71,false,0.0,false,0.0,false,0,false,0,false,0,
Low Day Light Event,23040,16,0,0,29.62,2,Corn,10,5,true,true,true,102.87,59.23,Off,48.48,Off,817.61,true,66.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,23100,16,1,0,29.62,2,Corn,10,5,true,true,true,44.67,59.23,On,48.48,Off,817.61,true,66.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,23100,16,1,0,29.62,2,Corn,10,5,true,true,true,44.67,59.23,On,43.48,Off,817.61,true,65.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,23115,16,1,15,29.68,2,Corn,10,5,true,true,true,147.51,59.36,Off,43.48,Off,817.61,true,65.0,false,0.0,false,0,false,0,false,0,
Heaters turned ON,23160,16,2,0,29.68,2,Corn,10,5,true,true,true,102.99,59.36,Off,35.48,On,817.61,true,65.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,23160,16,2,0,29.68,2,Corn,10,5,true,true,true,102.99,59.36,Off,35.48,On,817.61,true,64.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,23205,16,2,45,29.75,2,Corn,10,5,true,true,true,59.39,59.50,On,39.00,On,817.61,true,64.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,23220,16,3,0,29.75,2,Corn,10,5,true,true,true,169.52,59.50,Off,40.20,On,817.61,true,64.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,23220,16,3,0,29.75,2,Corn,10,5,true,true,true,169.52,59.50,Off,35.20,On,817.61,true,63.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,23280,16,4,0,29.81,2,Corn,10,5,true,true,true,110.91,59.63,Off,34.92,On,817.61,true,62.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,23340,16,5,0,29.88,2,Corn,10,5,true,true,true,51.19,59.76,On,39.72,On,817.61,true,62.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,23340,16,5,0,29.88,2,Corn,10,5,true,true,true,51.19,59.76,On,35.72,On,817.61,true,61.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,23355,16,5,15,29.95,2,Corn,10,5,true,true,true,161.25,59.89,Off,36.92,On,817.61,true,61.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,23400,16,6,0,29.95,2,Corn,10,5,true,true,true,116.33,59.89,Off,33.52,On,817.61,true,60.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,23460,16,7,0,30.01,2,Corn,10,5,true,true,true,56.34,60.02,On,38.32,On,817.61,true,60.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,23460,16,7,0,30.01,2,Corn,10,5,true,true,true,56.34,60.02,On,43.32,On,817.61,true,59.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,23475,16,7,15,30.08,2,Corn,10,5,true,true,true,166.33,60.16,Off,44.52,On,817.61,true,59.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,23520,16,8,0,30.08,2,Corn,10,5,true,true,true,121.21,60.16,Off,50.12,On,817.61,true,58.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,23580,16,9,0,30.15,2,Corn,10,5,true,true,true,60.95,60.29,Off,55.92,On,817.61,true,57.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,23595,16,9,15,30.21,2,Corn,10,5,true,true,true,45.88,60.43,On,57.12,On,817.61,true,57.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,23610,16,9,30,30.21,2,Corn,10,5,true,true,true,155.78,60.43,Off,58.32,On,817.61,true,57.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,23640,16,10,0,30.21,2,Corn,10,5,true,true,true,125.56,60.43,Off,62.72,On,817.61,true,56.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,23700,16,11,0,30.28,2,Corn,10,5,true,true,true,66.04,60.56,Off,68.44,On,817.61,true,55.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,23715,16,11,15,30.35,2,Corn,10,5,true,true,true,50.90,60.70,On,69.64,On,817.61,true,55.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,23730,16,11,30,30.35,2,Corn,10,5,true,true,true,160.73,60.70,Off,70.84,On,817.61,true,55.0,false,0.0,false,0,false,0,false,0,
Heaters turned OFF,23760,16,12,0,30.35,2,Corn,10,5,true,true,true,130.38,60.70,Off,75.24,Off,817.61,true,55.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,23760,16,12,0,30.35,2,Corn,10,5,true,true,true,130.38,60.70,Off,75.24,Off,817.61,true,54.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,23820,16,13,0,30.42,2,Corn,10,5,true,true,true,69.58,60.83,Off,77.24,Off,817.61,true,53.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,23835,16,13,15,30.48,2,Corn,10,5,true,true,true,54.38,60.97,On,77.24,Off,817.61,true,53.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,23850,16,13,30,30.48,2,Corn,10,5,true,true,true,164.13,60.97,Off,77.24,Off,817.61,true,53.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,23880,16,14,0,30.48,2,Corn,10,5,true,true,true,133.65,60.97,Off,80.24,Off,817.61,true,52.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,23940,16,15,0,30.55,2,Corn,10,5,true,true,true,72.58,61.10,Off,82.24,Off,817.61,true,51.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,23955,16,15,15,30.62,2,Corn,10,5,true,true,true,57.30,61.24,On,82.24,Off,817.61,true,51.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,23970,16,15,30,30.62,2,Corn,10,5,true,true,true,166.99,61.24,Off,82.24,Off,817.61,true,51.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,24000,16,16,0,30.62,2,Corn,10,5,true,true,true,136.37,61.24,Off,84.24,Off,817.61,true,50.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,24060,16,17,0,30.69,2,Corn,10,5,true,true,true,75.03,61.38,Off,87.24,Off,817.61,true,49.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,24075,16,17,15,30.76,2,Corn,10,5,true,true,true,59.68,61.52,On,87.24,Off,817.61,true,49.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,24090,16,17,30,30.76,2,Corn,10,5,true,true,true,169.31,61.52,Off,87.24,Off,817.61,true,49.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,24120,16,18,0,30.76,2,Corn,10,5,true,true,true,138.55,61.52,Off,79.24,Off,817.61,true,48.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,24180,16,19,0,30.83,2,Corn,10,5,true,true,true,76.93,61.65,Off,71.24,Off,817.61,true,47.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,24195,16,19,15,30.90,2,Corn,10,5,true,true,true,61.51,61.79,On,71.24,Off,817.61,true,47.0,false,0.0,false,0,false,0,false,0,
